[TRAIN_EPISODE]: (2): action: 342, observation: (0, 1.2009884750880941, 0.5, 0.9491624493769272, 0.4710367998091284, 1.795227998777683, 1.0399890298896122, 1.405608540046957, 2.2348372544835686, 1.7368584282663275, 1.805145620601008, 2.153321481077358), action_value: 0.0, 0.21, 0.4, reward: 5.137340545654297 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (2): action: 468, observation: (0, 0.6283887669454142, 0.5, 0.5014207349230108, 0.24258755483910532, 1.2913293089409825, 0.38347864949320837, 2.671712326792675, 2.940681377872676, 2.118230339966042, 0.8949862874130771, 1.0293326445312392), action_value: 0.0, 0.34, 0.4, reward: 5.268918037414551 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (2): action: 371, observation: (0, 0.30886708970561694, 0.5, 0.3582598452038357, 0.7755185340822515, 2.1769868877515903, 1.5424966820223889, 3.2080254508363786, 0.7307070809548905, 3.693273175512936, 0.40971159569060417, 2.384134651615128), action_value: 0.0, 0.04, 0.4, reward: 3.8764402866363525 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (2): action: 170, observation: (0, 0.22584852985892268, 0.5, 0.47370484607531416, 0.3722652322508314, 3.968135068408461, 1.6701682709704206, 0.8322064498957329, 0.7209997816224687, 0.6474450104974131, 3.3483389185773618, 1.4606218370314494), action_value: 0.0, 0.13, 0.4, reward: 5.408173561096191 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (2): action: 509, observation: (0, 0.6737092140754541, 0.5, 0.06308705724751928, 0.87745766130427, 2.064245964203368, 1.0413031151396983, 1.0151098171621398, 0.9943019256308028, 2.339490087137538, 1.0297834087738376, 1.0784794146085213), action_value: 0.0, 0.15, 0.4, reward: 4.967451095581055 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (2/1600): reward: 34.41919244173914, rho: 0.4000000000000001, rates: 1.9709596220869572
[TRAIN]: SAVE MODEL: best_reward: 30.43385920813307
[TRAIN_EPISODE]: (3): action: 452, observation: (1, 0, 0.0, 0.28465179448114486, 0.7657932952944879, 2.1553725907974917, 1.6489695832616993, 1.9845607468460267, 3.068492957702859, 1.1588361903293112, 2.106208111571653, 2.291090223750529), action_value: 0.0, 0.21, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (3): action: 298, observation: (1, 0.6700680764286225, 0.5, 0.4354855918521352, 0.03014064969936814, 1.1518489929269728, 0.3106255382675155, 1.708317977344793, 1.0218354948499486, 2.0259153845928353, 3.458890101566818, 2.0811941502792006), action_value: 0.0, 0.36, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (3): action: 472, observation: (1, 0.06257330876968717, 0.34657330876968717, 0.8840727118518866, 0.739539410992727, 1.6105684684156423, 2.879572741886239, 1.2497100775884842, 1.1674038837294383, 0.8963919754845964, 0.6558518460424366, 2.1283846771996697), action_value: 0.0, 0.02, 0.4, reward: 0.04101027548313141 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (3): action: 137, observation: (1, 0.5703614035032987, 0.5, 0.8910090694818869, 0.7372044641769315, 2.9753883387601987, 0.5132288004075009, 3.6088275195632233, 0.9360995155400161, 3.1177924104431085, 3.187713516998947, 2.163454247548253), action_value: 0.0, 0.47000000000000003, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (3): action: 452, observation: (1, 0.6035721444381666, 0.5, 0.6036566075413476, 0.8164947379194347, 1.447679106392996, 2.460551261130366, 1.109877098207949, 0.44442075180184337, 2.4351956515088813, 1.8265635564251437, 1.3056336716099235), action_value: 0.0, 0.21, 0.4, reward: 0.12310189008712769 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (3): action: 221, observation: (1, 0.5392035567374402, 0.5, 0.22839880285897418, 0.7228272414844799, 0.7014560014508866, 1.4444881746819458, 0.6326208274334448, 2.0983493091965215, 1.0402814651515906, 1.876233501959811, 1.2259096886266974), action_value: 0.0, 0.17, 0.4, reward: 0.1272614747285843 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (3): action: 279, observation: (1, 0.3507070247727298, 0.5, 0.2772365845979424, 0.8282044852049867, 2.3136727834794835, 1.351286557257307, 3.5738747216199944, 2.7493739465242375, 2.692785844053282, 2.405720110759147, 2.015405089897806), action_value: 0.0, 0.01, 0.4, reward: 0.008930002339184284 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (3): action: 334, observation: (1, 0.6830996888899015, 0.5, 0.25417084114399213, 0.4095691797651192, 1.0610426015318262, 2.0888675262555414, 3.0442603649202664, 3.732129619454594, 0.7279802223539137, 0.5749026337777708, 1.408544103722575), action_value: 0.0, 0.02, 0.4, reward: 0.05932271480560303 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (3): action: 162, observation: (1, 0.35248814441477716, 0.5, 0.7048847694403823, 0.321163344375194, 1.0789229580624624, 1.0616157396889483, 2.3889727467935056, 1.3406683534284232, 2.0936167440906797, 2.0096788743424328, 2.663897175946186), action_value: 0.0, 0.35000000000000003, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (3): action: 101, observation: (1, 0.4040414141379616, 0.5, 0.7052735716442651, 0.2668833024660804, 0.6016179739095788, 0.8754697505157304, 3.585275758697383, 2.5215142226223763, 2.4422252690724635, 0.37016020967308044, 1.7132021188756164), action_value: 0.0, 0.18, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (3): action: 243, observation: (0, 0.3416848189263589, 0.5, 0.23184926647224302, 0.5843817325386255, 1.8939454293665485, 1.1282890693177479, 1.4798336532813643, 0.8809906681199704, 0.7504006495074055, 4.1649622806219, 2.3815280339926574), action_value: 0.0, 0.28, 0.4, reward: 5.432037353515625 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (3): action: 480, observation: (0, 0.43832476212424726, 0.5, 0.13103124438079916, 0.42125511149001615, 1.7982441679894754, 1.9661713517803594, 2.0511255283088987, 2.446698306936043, 1.5785494050884703, 1.8842257618806824, 2.863610231868653), action_value: 0.0, 0.39, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (3): action: 194, observation: (0, 0.1861875604564199, 0.45218756045641995, 0.7611941947387127, 0.09743583049803817, 1.9963131081596641, 2.4289102992495186, 2.9178807949071492, 3.0265743164282353, 1.2457748850389108, 0.6046955193188133, 1.4017475596212337), action_value: 0.0, 0.12, 0.4, reward: 4.746142864227295 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (3): action: 382, observation: (0, 0.18947152865628708, 0.5, 0.2780965273731961, 0.5300718001423111, 3.4538173840787985, 0.7593812785128313, 1.1802861745304447, 0.9744477378345747, 1.1095268607208006, 3.1516206435191236, 2.076063806152229), action_value: 0.0, 0.43, 0.4, reward: 6.322413444519043 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (3): action: 189, observation: (0, 0.35423643600924215, 0.5, 0.46274616773443833, 0.30522184566287225, 1.3284258344013626, 1.9599590304707541, 2.4753774228940206, 2.574902813958198, 1.0526692267292046, 1.5287395471699394, 1.3947820779504894), action_value: 0.0, 0.49, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (3): action: 364, observation: (0, 0.38665533509694394, 0.5, 0.7560483856700109, 0.4335609354286426, 2.8090886901032404, 2.1524115457785737, 1.9332312438128068, 1.6164254284098407, 0.9634917243605418, 1.1671927376584332, 2.990682638765451), action_value: 0.0, 0.33, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (3): action: 143, observation: (0, 0.42603896972114097, 0.5, 0.5375936494460435, 0.592336351316024, 1.2427890028195911, 3.093684964695993, 1.3150402980271487, 1.6474809369202819, 2.395045723632429, 1.3510813533288655, 0.5591727938906427), action_value: 0.0, 0.46, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (3): action: 138, observation: (0, 0.40554510911842434, 0.5, 0.7929335377424739, 0.4246406758333704, 2.6218400154828703, 0.45245195772338087, 2.652221169483457, 2.410530638656054, 2.8485075441389065, 2.40148738271061, 2.1171683621122326), action_value: 0.0, 0.36, 0.4, reward: 5.930376052856445 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (3): action: 238, observation: (0, 0.7524013794616111, 0.5, 0.3113406840651718, 0.026313337886713972, 1.1100885120415662, 0.9550479167479297, 3.0047750207588715, 2.8346245588339856, 1.4236576204858726, 2.0596854845632837, 1.8662690842960972), action_value: 0.0, 0.4, 0.4, reward: 5.278666019439697 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (3): action: 275, observation: (0, 0.40756626833853105, 0.5, 0.46089852883892823, 0.9311649315876454, 1.4224898942822548, 1.639987812216343, 1.726755037810096, 3.8934881355051907, 1.6642987972570782, 1.671241926307651, 3.8853841181283286), action_value: 0.0, 0.05, 0.4, reward: 3.7034504413604736 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (3/1600): reward: 22.77271253336221, rho: 0.4000000000000001, rates: 1.5886356266681105
[TRAIN]: SAVE MODEL: best_reward: 27.880143649876118
[TRAIN_EPISODE]: (4): action: 387, observation: (1, 0, 0.0, 0.5991708042904585, 0.7116450981721251, 1.2148743594281817, 0.39117778753402493, 2.388533303747155, 1.771287850108608, 0.7370836309313714, 4.01830633929247, 0.8151850043227965), action_value: 0.0, 0.31, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (4): action: 409, observation: (1, 0.3747486022298585, 0.1887486022298585, 0.36690690440427376, 0.35173080737307283, 0.6945569062181022, 2.3294171271991657, 2.3085512745716468, 1.8556927342186926, 0.9007919577767223, 0.6019035931540085, 0.7443556598522616), action_value: 0.0, 0.28, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (4): action: 350, observation: (1, 0.13834079647757563, 0.15908939870743413, 0.221665628605763, 0.6513446959302004, 1.8703992605129574, 1.9816201801323028, 2.6720265454970873, 0.32638695297491277, 1.2729800944192928, 0.7894632221520528, 1.8510895896012043), action_value: 0.0, 0.01, 0.4, reward: 0.019286656752228737 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (4): action: 287, observation: (1, 0.4615440254473976, 0.5, 0.689867083028473, 0.1430892837106469, 1.637464791484838, 1.2712500125969832, 0.6444594960109459, 1.8274513681688571, 2.5875144250096986, 1.8107559108559679, 1.2870058254200525), action_value: 0.0, 0.42, 0.4, reward: 0.9073383808135986 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (4): action: 256, observation: (1, 0.17442314907770393, 0.42242314907770395, 0.013002734107411928, 0.5088657761620531, 0.43681733356830144, 1.1290095126795174, 1.1602088911065185, 0.7825270233564342, 1.9552169628093359, 2.4345812418350072, 0.6418593892750971), action_value: 0.0, 0.15, 0.4, reward: 0.05515352264046669 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (4): action: 259, observation: (1, 0.1902773444255476, 0.5, 0.7716271559373974, 0.21816076123569028, 2.5508291020094473, 1.9426851236457574, 1.7914945700091633, 0.3223668824865209, 1.7182966314471817, 1.3015846298630946, 2.26489003161866), action_value: 0.0, 0.2, 0.4, reward: 0.7422854900360107 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (4): action: 133, observation: (1, 0.2694692217575963, 0.5, 0.04904868921861283, 0.0744447914954185, 1.3670074459444375, 0.19138320988713306, 2.101874175192835, 1.9195510080599094, 2.238649853880985, 0.7441396088086304, 1.6852364686734174), action_value: 0.0, 0.5, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (4): action: 304, observation: (1, 0.15970544555155555, 0.35970544555155554, 0.6017857682976491, 0.8202743244976599, 3.613090159583112, 2.7904153412648, 0.6924791879378478, 1.8169579907311098, 1.304540956437028, 2.1868766619279527, 0.4685589532123004), action_value: 0.0, 0.2, 0.4, reward: 0.4463219940662384 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (4): action: 451, observation: (1, 0.32247658485583963, 0.5, 0.7929663474953456, 0.5336989058450489, 2.3950062889543835, 1.9059883198522747, 2.861832675579228, 0.7089235519540875, 2.4053319211589463, 3.2849764388009706, 1.583518015544934), action_value: 0.0, 0.31, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (4): action: 440, observation: (1, 0.3124213976654759, 0.5, 0.5810317190037638, 0.2887650069845116, 0.8977237072895426, 4.499462499078175, 3.804256500168881, 2.6636172154093978, 2.417742655372961, 2.6106701788662483, 0.9074042559383053), action_value: 0.0, 0.48, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (4): action: 45, observation: (0, 0.1555127833722315, 0.36751278337223153, 0.9863165348613858, 0.8379066112074038, 1.6721218146448926, 1.8678387925596023, 1.0218664227240066, 3.6361155706698702, 0.6743439711420632, 1.2696445663372897, 0.9053106929849819), action_value: 0.0, 0.13, 0.4, reward: 4.6624016761779785 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (4): action: 447, observation: (0, 0.5139090998324248, 0.5, 0.07643617298843053, 0.9239763483659789, 2.3204425051625845, 0.8066307827070257, 2.5171001243512756, 2.023005892550903, 2.0847185734945355, 3.225294402825548, 2.1591558781753495), action_value: 0.0, 0.15, 0.4, reward: 5.068414688110352 - 1, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (4): action: 465, observation: (0, 0.0423272977475941, 0.45232729774759417, 0.46521777260009, 0.8327022444745108, 4.8263076287484274, 2.6824136801334126, 1.55070830721161, 0.9278633607145502, 0.5499947738478591, 0.7824453100035055, 0.7568737628230738), action_value: 0.0, 0.42, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (4): action: 337, observation: (0, 0.27948998795891944, 0.4798172857065136, 0.13622883008296038, 0.36713978212401666, 3.239182719947234, 3.923771316699903, 0.7540611146813263, 0.19470965658748915, 2.626461133165848, 1.623804074616324, 0.8491954710921592), action_value: 0.0, 0.17, 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN_EPISODE]: (4): action: 201, observation: (0, 0.08519619752123464, 0.46301348322774827, 0.6353163983950876, 0.9289418387459799, 1.6284249201282865, 1.6602710118164645, 1.5120867916986498, 0.329256641568494, 0.8284427110177798, 1.7341037782821764, 0.9573989590144562), action_value: 0.0, 0.07, 0.4, reward: 4.107216835021973 - 1, eps: 1.0, sample: -1, 
