[MAIN]: START
[ENV]: Started init Environment
[ENV]: ACTIONS_SPACE: 257
[ENV]: Finished init Environment
[TRAIN]: actions: 257, observations: 12
[TRAIN]: CUDA: True
[TRAIN]: (1): action: 26, observation: (1, 0.6577961792501725, 0.0, 0.13688068058467895, 0.39978143135417876, 1.298611360039865, 0.700236861223011, 3.5238702456244084, 3.499991508459485, 23.588065807804874, 11.468527920189473, 4.487030949441372), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (1): action: 157, observation: (0, 1.3706971034806756, 0.43637865065199344, 0.7851852190499133, 0.3633456580182123, 3.56603481740073, 4.203748860161618, 4.822958064897377, 4.407949909294395, 1.255969422609418, 4.698287953351819, 8.942873896634328), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (1): action: 9, observation: (0, 10.62473306755508, 0.5, 0.7442224128042741, 0.015053438163124988, 9.270743398229005, 0.24915591316431873, 19.233286401774727, 9.664363627777476, 3.928697551497169, 39.31327902742979, 9.338271854440436), rho: 0.4, reward: 4.910064220428467 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (1): action: 211, observation: (0, 1.954941391441599, 0.5, 0.5282514615739122, 0.178233109728418, 10.684173763744997, 8.457216649252624, 10.398260196352496, 82.71969542848416, 9.03836924208735, 9.461155746900673, 13.37161817130142), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (1): action: 51, observation: (0, 0.9732276479163263, 0.5, 0.2410303269797519, 0.9391963863974802, 4.422595879993821, 11.048102687210237, 6.9098681518932095, 21.87484931379611, 9.39833043868149, 10.058400087408314, 2.2729145592488194), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (1): action: 53, observation: (0, 0.8130126739887771, 0.5, 0.5469210780261354, 0.6446284108408934, 27.893594418217226, 3.8009395947911635, 25.980161132635505, 11.700842141046309, 11.69168958131404, 4.041945738759026, 8.670236229486092), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (1): action: 156, observation: (0, 1.9046617524938967, 0.5, 0.3129559449690351, 0.9302702780811182, 16.525689723257944, 8.217561823252021, 1.418247619344738, 2.005703451817317, 14.269798744221822, 16.702249167204293, 0.05063970458130437), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (1): action: 101, observation: (0, 0.5591402545421129, 0.5, 0.7631491817771905, 0.5823031895428219, 28.29487327350715, 13.800287513604196, 8.003185405293898, 4.33290927411616, 30.798077502000186, 1.547745510495854, 4.010159187420946), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (1): action: 8, observation: (0, 1.2326068040525255, 0.477890254542113, 0.5670876828515605, 0.2010687078553577, 0.7439254011548574, 5.704945349741082, 5.856819193383183, 4.665779483242273, 19.417904087190696, 5.792483590346179, 8.962313498411367), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (1): action: 231, observation: (0, 1.2500966317423559, 0.5, 0.42412610307685583, 0.9923647881663672, 1.5370301488735996, 20.3431940119131, 5.192759938797964, 14.233460826040336, 0.5807540169705006, 7.8212696759874785, 0.29583972474326103), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (1/1400): reward: -13.061292376369238, rho: 0.4000000000000001, rates: 0.2469353811815381
[TRAIN]: SAVE MODEL: best_reward: -0.6530646188184619
